time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/loss,train/std,train/approx_kl,train/learning_rate,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
25088,1729,49,14,0.01189242725376971,-43.36772692203522,0.2,-0.3682459592819214,0.2296142578125,-0.025697255099657923,-0.028763148933649063,0.9809010624885559,0.014831271,0.0004092704424510632,768,1257.0,-2.509047736842105
25600,1728,50,14,0.004962823164532892,-43.32636773586273,0.2,-0.3814694881439209,0.245849609375,-0.021878495725104585,-0.030046559870243073,0.980991542339325,0.016310114,0.0004092704424510632,784,1257.0,-2.507273799999999
26112,1730,51,15,0.11699852254241705,-43.3399840593338,0.2,0.06562572717666626,0.2191162109375,-0.02205053745274199,0.007740683853626251,0.9813199043273926,0.018184952,0.0004092704424510632,800,1257.0,-2.507273799999999
26624,1731,52,15,0.010962818880216219,-43.33841383457184,0.2,-3.333557605743408,0.202880859375,-0.02205647544178646,-0.04482152312994003,0.9810044169425964,0.016423015,0.0004092704424510632,816,1257.0,-2.502391904761904
27136,1731,53,15,0.11288472171872854,-43.317359924316406,0.2,0.03305661678314209,0.272705078125,-0.027154505092767067,-0.0014838799834251404,0.9800415635108948,0.023972664,0.0004092704424510632,832,1257.0,-2.502391904761904
27648,1730,54,15,0.0078010563884163275,-43.2960524559021,0.2,-0.3287663459777832,0.2833251953125,-0.031085722148418427,-0.030445033684372902,0.9798431396484375,0.021100514,0.0004092704424510632,848,1257.0,-2.502391904761904
28160,1730,55,16,0.004439977354195435,-43.30805456638336,0.2,0.07538837194442749,0.239990234375,-0.02333467775315512,-0.03595716506242752,0.9807657599449158,0.019985277,0.0004092704424510632,864,1257.0,-2.4922233181818174
28672,1728,56,16,0.03775192389730364,-43.311299562454224,0.2,0.04014557600021362,0.254150390625,-0.019640729449747596,-0.009840759448707104,0.9798294901847839,0.020928554,0.0004092704424510632,880,1257.0,-2.4922233181818174
29184,1725,57,16,0.01060667890124023,-43.31183886528015,0.2,-0.7552376985549927,0.2945556640625,-0.03074930695584044,-0.04479723423719406,0.9811680912971497,0.021876633,0.0004092704424510632,896,1257.0,-2.488183478260869
29696,1724,58,17,0.14600703003816307,-43.317766308784485,0.2,0.06660312414169312,0.1776123046875,-0.019525247771525756,0.024341192096471786,0.9798206090927124,0.016504,0.0004092704424510632,912,1257.0,-2.488183478260869
30208,1722,59,17,0.018121753208106384,-43.30113637447357,0.2,-1.1840054988861084,0.2449951171875,-0.028747938136802986,-0.033670224249362946,0.9812708497047424,0.018433128,0.0004092704424510632,928,1257.0,-2.478062083333333
30720,1720,60,17,0.11705988273024559,-43.34853744506836,0.2,0.23998093605041504,0.1767578125,-0.020983091002563015,0.0021098479628562927,0.9815660119056702,0.016575135,0.0004092704424510632,944,1257.0,-2.478062083333333
31232,1718,61,18,0.008352966804523021,-43.32060897350311,0.2,-1.056854486465454,0.250244140625,-0.02437373968132306,-0.028644174337387085,0.9797065258026123,0.02204124,0.0004092704424510632,960,1257.0,-2.478062083333333
31744,1718,62,18,0.005311946995789185,-43.26630187034607,0.2,-0.021134495735168457,0.22119140625,-0.026287640110240318,-0.042559847235679626,0.9784883856773376,0.014461236,0.0004092704424510632,976,1257.0,-2.4798662
32256,1718,63,18,0.15303800720721483,-43.2365745306015,0.2,0.04101318120956421,0.2225341796875,-0.021908225840888917,0.016773167997598648,0.977396547794342,0.021948975,0.0004092704424510632,992,1257.0,-2.4798662
32768,1718,64,19,0.02131319115869701,-43.19413769245148,0.2,-0.5577249526977539,0.215087890625,-0.02445792267099023,-0.022454459220170975,0.975608229637146,0.01920899,0.0004092704424510632,1008,1257.0,-2.4868590384615383
33280,1719,65,19,0.12599663040600717,-43.14554309844971,0.2,0.38901352882385254,0.1649169921875,-0.0219020712247584,0.020162874832749367,0.9747282862663269,0.021006774,0.0004092704424510632,1024,1257.0,-2.4868590384615383
33792,1719,66,19,0.011275125318206847,-43.13771831989288,0.2,-1.0041215419769287,0.249267578125,-0.02584950512391515,-0.0359923392534256,0.9751631021499634,0.015979432,0.0004092704424510632,1040,1257.0,-2.4868590384615383
34304,1720,67,19,0.004312229779316112,-43.130669713020325,0.2,-0.027387142181396484,0.2232666015625,-0.024050768042798154,-0.03834252059459686,0.9738547205924988,0.017202348,0.0004092704424510632,1056,1257.0,-2.4908722962962964
34816,1721,68,20,0.1507465357426554,-43.08065342903137,0.2,0.06764501333236694,0.255615234375,-0.025051399861695245,0.007077336311340332,0.9726227521896362,0.019921623,0.0004092704424510632,1072,1257.0,-2.4908722962962964
35328,1722,69,20,0.009752535508596338,-43.07696986198425,0.2,-2.2698428630828857,0.2447509765625,-0.0250715050206054,-0.03326774016022682,0.9741273522377014,0.01698938,0.0004092704424510632,1088,1257.0,-2.4920573571428575
35840,1722,70,20,0.14021303947083652,-43.13024818897247,0.2,0.22722047567367554,0.1451416015625,-0.02118189625616651,0.0031434856355190277,0.975334644317627,0.021880912,0.0004092704424510632,1104,1257.0,-2.4920573571428575
36352,1722,71,21,0.01059779166826047,-43.15737509727478,0.2,-0.3465763330459595,0.28173828125,-0.029512508379411884,-0.04209081083536148,0.9759663939476013,0.01795246,0.0004092704424510632,1120,1257.0,-2.4920573571428575
36864,1722,72,21,0.005439111664600205,-43.175485610961914,0.2,0.009372949600219727,0.2139892578125,-0.026265073771355674,-0.03189723566174507,0.9767979979515076,0.01585488,0.0004092704424510632,1136,1257.0,-2.4895034482758627
37376,1721,73,21,0.16843590466305614,-43.181766629219055,0.2,0.07089370489120483,0.189453125,-0.018562752404250205,0.014451727271080017,0.9762952923774719,0.0154206995,0.0004092704424510632,1152,1257.0,-2.4895034482758627
37888,1721,74,22,0.0045873254421167076,-43.15221905708313,0.2,-3.5153255462646484,0.2193603515625,-0.02501474406744819,-0.023596247658133507,0.9755953550338745,0.01590889,0.0004092704424510632,1168,1257.0,-2.484272933333334
38400,1719,75,22,0.18890249053947628,-43.133347392082214,0.2,0.06417685747146606,0.181640625,-0.01767734545865096,0.02837526984512806,0.9749518036842346,0.016243022,0.0004092704424510632,1184,1257.0,-2.484272933333334
38912,1719,76,22,0.017577937891473994,-43.10378682613373,0.2,-0.20293498039245605,0.236083984375,-0.026139106252230704,-0.027395877987146378,0.9742011427879333,0.018490396,0.0004092704424510632,1200,1257.0,-2.484272933333334
39424,1718,77,22,0.009180990396998823,-43.098989844322205,0.2,-0.41204988956451416,0.235107421875,-0.02426636844757013,-0.027634067460894585,0.9745911955833435,0.019624751,0.0004092704424510632,1216,1257.0,-2.483367548387097
39936,1719,78,23,0.1543394336476922,-43.10000455379486,0.2,0.2529958486557007,0.11767578125,-0.018488509234884987,0.0068252719938755035,0.9742230772972107,0.01889005,0.0004092704424510632,1232,1257.0,-2.483367548387097
40448,1719,79,23,0.00872388006246183,-43.083879351615906,0.2,-2.88836932182312,0.2177734375,-0.028021391830407083,-0.04139159247279167,0.9736459255218506,0.016061015,0.0004092704424510632,1248,1257.0,-2.4833686562499997
40960,1720,80,23,0.2183857352938503,-43.06580328941345,0.2,0.02179330587387085,0.2381591796875,-0.020755885605467483,0.025907188653945923,0.9728878140449524,0.022259315,0.0004092704424510632,1264,1257.0,-2.4833686562499997
41472,1720,81,24,0.012709973991150036,-43.073920369148254,0.2,-0.6696246862411499,0.244140625,-0.02702621161006391,-0.03599269688129425,0.9746431112289429,0.017429747,0.0004092704424510632,1280,1257.0,-2.4833686562499997
41984,1722,82,24,0.008258817935711704,-43.15221154689789,0.2,0.22009950876235962,0.24755859375,-0.02728397780447267,-0.04969899728894234,0.9775565266609192,0.029371722,0.0004092704424510632,1296,1257.0,-2.4745200606060607
42496,1722,83,24,0.0591217209585011,-43.199894189834595,0.2,0.19831925630569458,0.244873046875,-0.020366114389616996,-0.005918307229876518,0.977226197719574,0.02111093,0.0004092704424510632,1312,1257.0,-2.4745200606060607
43008,1722,84,24,0.019494089705403894,-43.19629681110382,0.2,-1.1271305084228516,0.1949462890625,-0.019326213776366785,-0.014412031508982182,0.978600263595581,0.014931713,0.0004092704424510632,1328,1257.0,-2.472159382352941
43520,1723,85,25,0.23397094593383372,-43.237282276153564,0.2,0.12739801406860352,0.122314453125,-0.02144982313620858,0.030817164108157158,0.9793452620506287,0.018167846,0.0004092704424510632,1344,1257.0,-2.472159382352941
44032,1724,86,25,0.009844061685726047,-43.2517364025116,0.2,-0.5807204246520996,0.2022705078125,-0.025154304574243724,-0.03619876503944397,0.9794865250587463,0.014772613,0.0004092704424510632,1360,1257.0,-2.4716647428571425
44544,1726,87,25,0.2628473152872175,-43.25694930553436,0.2,0.08683055639266968,0.1318359375,-0.01952912133128848,0.10671813040971756,0.9794095754623413,0.017036933,0.0004092704424510632,1376,1257.0,-2.4716647428571425
45056,1725,88,26,0.009323294507339597,-43.21419942378998,0.2,-3.112661361694336,0.19189453125,-0.02459008793812245,-0.030733948573470116,0.9762789011001587,0.013163703,0.0004092704424510632,1392,1257.0,-2.4716647428571425
45568,1725,89,26,0.004168263301835395,-43.1529837846756,0.2,-0.022004008293151855,0.2012939453125,-0.02324969955952838,-0.03327568992972374,0.9773696064949036,0.015597098,0.0004092704424510632,1408,1257.0,-2.4703955277777774
46080,1725,90,26,0.2904365202412009,-43.1997754573822,0.2,0.05773520469665527,0.158203125,-0.01685506640933454,0.08878197520971298,0.9776507019996643,0.011597063,0.0004092704424510632,1424,1257.0,-2.4703955277777774
46592,1726,91,26,0.040691770904231817,-43.18855857849121,0.2,-1.0275170803070068,0.2259521484375,-0.023863900365540758,-0.01130799762904644,0.9771507978439331,0.020202862,0.0004092704424510632,1440,1257.0,-2.467215513513513
47104,1728,92,27,0.2612796826288104,-43.169339537620544,0.2,0.6433963775634766,0.13037109375,-0.015868917136685923,0.07260952889919281,0.9766976237297058,0.021960787,0.0004092704424510632,1456,1257.0,-2.467215513513513
47616,1729,93,27,0.01875886254129,-43.21163856983185,0.2,-1.3584809303283691,0.215576171875,-0.02721476311853621,-0.025053318589925766,0.9807711839675903,0.017229017,0.0004092704424510632,1472,1257.0,-2.467215513513513
48128,1728,94,27,0.004590728050970938,-43.29991686344147,0.2,-0.06583452224731445,0.2733154296875,-0.02549398160772398,-0.028349265456199646,0.9807917475700378,0.02008665,0.0004092704424510632,1488,1257.0,-2.4629790526315785
48640,1728,95,28,0.22477610548958182,-43.26715362071991,0.2,0.15793287754058838,0.10205078125,-0.01562864932930097,0.019881287589669228,0.979955792427063,0.014452785,0.0004092704424510632,1504,1257.0,-2.4629790526315785
49152,1728,96,28,0.008441500685876235,-43.28459346294403,0.2,-3.0296826362609863,0.291015625,-0.030376967959455214,-0.033924639225006104,0.9821441173553467,0.026287518,0.0004092704424510632,1520,1257.0,-2.466040769230769
49664,1727,97,28,0.2639499071519822,-43.331778168678284,0.2,0.03590559959411621,0.2762451171875,-0.025532262836350128,0.04259824380278587,0.9818415641784668,0.020608865,0.0004092704424510632,1536,1257.0,-2.466040769230769
50176,1727,98,29,0.014970846037613228,-43.32850646972656,0.2,-1.2059643268585205,0.2359619140625,-0.0262657132698223,-0.031233785673975945,0.9826890230178833,0.01728991,0.0004092704424510632,1552,1257.0,-2.466040769230769
50688,1727,99,29,0.004324596106016543,-43.35816168785095,0.2,0.02992570400238037,0.17529296875,-0.02392008079914376,-0.03656058758497238,0.9833069443702698,0.013287127,0.0004092704424510632,1568,1257.0,-2.4622043249999996
51200,1726,100,29,0.26521796779707074,-43.367257952690125,0.2,0.21247375011444092,0.0963134765625,-0.012941210974531714,0.06961143016815186,0.9834200143814087,0.014089558,0.0004092704424510632,1584,1257.0,-2.4622043249999996
51712,1727,101,29,0.0246448534890078,-43.36645030975342,0.2,-3.495299816131592,0.2298583984375,-0.02540070383111015,-0.028598833829164505,0.9833927750587463,0.022555694,0.0004092704424510632,1600,1257.0,-2.465612463414634
52224,1727,102,30,0.2457110332325101,-43.36595392227173,0.2,0.1877945065498352,0.1229248046875,-0.01869970082771033,0.03373713791370392,0.9830517172813416,0.0151891615,0.0004092704424510632,1616,1257.0,-2.465612463414634
52736,1727,103,30,0.01508828141959384,-43.342381834983826,0.2,-0.014001846313476562,0.268310546875,-0.02832256880355999,-0.03282994404435158,0.9822359681129456,0.02214726,0.0004092704424510632,1632,1257.0,-2.465612463414634
53248,1727,104,30,0.005567734071519226,-43.34348905086517,0.2,-0.06956028938293457,0.226806640625,-0.024173010780941695,-0.040894657373428345,0.9829084873199463,0.016721398,0.0004092704424510632,1648,1257.0,-2.4655403333333332
53760,1727,105,31,0.20609563949983567,-43.35594153404236,0.2,0.1962108016014099,0.104736328125,-0.01907847067923285,0.020026404410600662,0.9822719693183899,0.019802153,0.0004092704424510632,1664,1257.0,-2.4655403333333332
54272,1727,106,31,0.01123656245181337,-43.321812868118286,0.2,-3.9708852767944336,0.2281494140625,-0.026288637294783257,-0.04002676159143448,0.9813872575759888,0.020587575,0.0004092704424510632,1680,1257.0,-2.46905888372093
54784,1727,107,31,0.33069050614722073,-43.30789852142334,0.2,0.12108039855957031,0.05810546875,-0.014836823524092324,0.04641607403755188,0.9810234308242798,0.010404639,0.0004092704424510632,1696,1257.0,-2.46905888372093
55296,1727,108,32,0.025015388382598758,-43.31782877445221,0.2,0.14935117959976196,0.203369140625,-0.023913700395496562,-0.02004176750779152,0.9825571179389954,0.01626057,0.0004092704424510632,1712,1257.0,-2.46905888372093
55808,1726,109,32,0.17632963694632053,-43.36876094341278,0.2,0.6001849174499512,0.20703125,-0.02428008416609373,0.047232385724782944,0.9834028482437134,0.02453351,0.0004092704424510632,1728,1257.0,-2.463094568181818
56320,1725,110,32,0.05367022205609828,-43.386284708976746,0.2,0.8246267437934875,0.22802734375,-0.020907732454361394,-0.012545421719551086,0.9842730164527893,0.016710915,0.0004092704424510632,1744,1257.0,-2.463094568181818
56832,1725,111,32,0.018284909892827272,-43.42265558242798,0.2,-1.1858956813812256,0.271728515625,-0.030794475227594376,-0.031128371134400368,0.9852023720741272,0.020191079,0.0004092704424510632,1760,1257.0,-2.4589321777777777
57344,1724,112,33,0.28293667105026543,-43.42991507053375,0.2,0.15815263986587524,0.1451416015625,-0.022303089208435267,0.08850200474262238,0.9850385189056396,0.019050863,0.0004092704424510632,1776,1257.0,-2.4589321777777777
57856,1724,113,33,0.030379484058357775,-43.44000041484833,0.2,-0.5932214260101318,0.205322265625,-0.02191220928216353,-0.010156530886888504,0.9863873720169067,0.017729713,0.0004092704424510632,1792,1257.0,-2.4549055869565213
58368,1725,114,33,0.2897463464178145,-43.47620940208435,0.2,0.6531990170478821,0.1270751953125,-0.01711686265480239,0.10694059729576111,0.986420214176178,0.015605035,0.0004092704424510632,1808,1257.0,-2.4549055869565213
58880,1725,115,34,0.01117025880375877,-43.46535575389862,0.2,-2.10660719871521,0.28759765625,-0.030014246294740587,-0.033216692507267,0.9860321283340454,0.021106187,0.0004092704424510632,1824,1257.0,-2.4549055869565213
59392,1725,116,34,0.004159162228461355,-43.44088625907898,0.2,-0.05095565319061279,0.25830078125,-0.034510238911025226,-0.043510571122169495,0.9844444990158081,0.015965391,0.0004092704424510632,1840,1257.0,-2.4523935957446805
59904,1726,117,34,0.26961295073851943,-43.40640211105347,0.2,0.14798802137374878,0.1103515625,-0.020112264552153647,0.009579949080944061,0.9840846061706543,0.02120125,0.0004092704424510632,1856,1257.0,-2.4523935957446805
60416,1726,118,34,0.013185187359340489,-43.387569546699524,0.2,-1.9078452587127686,0.232421875,-0.021696616531698965,-0.028202585875988007,0.9825729727745056,0.019810906,0.0004092704424510632,1872,1257.0,-2.4515374166666666
60928,1726,119,35,0.2786989784799516,-43.34285759925842,0.2,0.3097047209739685,0.0703125,-0.010610849611111917,0.05616127327084541,0.9820978045463562,0.011203612,0.0004092704424510632,1888,1257.0,-2.4515374166666666
61440,1727,120,35,0.011347579551511444,-43.32674741744995,0.2,-1.0031630992889404,0.2161865234375,-0.023206092388136312,-0.03545817360281944,0.9811260104179382,0.016709425,0.0004092704424510632,1904,1257.0,-2.4515374166666666
61952,1726,121,35,0.005743927125877235,-43.28234648704529,0.2,-0.07388675212860107,0.1990966796875,-0.023297561972867697,-0.023359639570116997,0.9793910384178162,0.01407253,0.0004092704424510632,1920,1257.0,-2.4516479795918364
62464,1727,122,36,0.3291130163706839,-43.22623383998871,0.2,0.17367535829544067,0.10693359375,-0.017931711860001087,0.03205098211765289,0.9780299067497253,0.013351886,0.0004092704424510632,1936,1257.0,-2.4516479795918364
62976,1726,123,36,0.01330824987962842,-43.196672677993774,0.2,-2.6153311729431152,0.255615234375,-0.02674713787564542,-0.029541555792093277,0.9780806303024292,0.020847794,0.0004092704424510632,1952,1257.0,-2.4521097999999997
63488,1725,124,36,0.43004108453169465,-43.214879870414734,0.2,0.1177946925163269,0.029541015625,-0.010025012910773512,0.04924503341317177,0.9787092804908752,0.008374188,0.0004092704424510632,1968,1257.0,-2.4521097999999997
64000,1725,125,37,0.009449882112676278,-43.23643934726715,0.2,-0.9468839168548584,0.2174072265625,-0.02664924957207404,-0.04138672724366188,0.9797566533088684,0.014816996,0.0004092704424510632,1984,1257.0,-2.4521097999999997
