strategy,period,n_days,avg_oneway_turnover,portfolio_entropy,risky_entropy,avg_largest_position,risky_largest_position,avg_cash_share,max_drawdown,cvar_5
M3_eta7.0,2021-2026,1368,0.006952888226626752,2.4271364972301637,2.39504225410931,0.1294427779532842,0.13377431010497803,0.03218683417723188,0.27407166201169686,-0.02319291282173364
M4_eta1.0,2021,252,0.006533863684995488,2.5683528724324685,2.568352855550095,0.11306270054412691,0.11306270064308768,8.752726504724965e-10,0.06223171371737033,-0.017423322772926065
M4_eta1.0,2022,251,0.006850821881662774,2.2702206890585424,2.1725835189632368,0.1481055555535055,0.1624046735943371,0.1481055555535055,0.24041014457184884,-0.029070417165671384
M4_eta1.0,2023,250,0.005798407887850213,2.0694717122112603,2.0546660517714592,0.17267408688501854,0.17321915248928138,0.0031466820869959005,0.10750230320993849,-0.018023522366782552
M4_eta1.0,2024,252,0.006649082432811307,2.488052374442245,2.4880523426071486,0.1227515565289167,0.12275155673785307,1.7021070419108845e-09,0.054222619271175145,-0.014869708911555776
M4_eta1.0,2025,250,0.007637962026081948,2.1906520446760207,2.1906520337845583,0.1734846894506423,0.17348468954442478,5.405801849817846e-10,0.15289515610372553,-0.02199464046966722
M4_eta1.0,2026,113,0.009229461982350322,2.275010397409532,2.1759197888289856,0.1433234546460643,0.1662849642373559,0.1433234546460643,0.10460298763663446,-0.022485851456142267
M4_eta1.0,2021-2026,1368,0.00690327514362083,2.314434670537441,2.2856294084225715,0.14571266936056823,0.1503325492685844,0.03958824278167314,0.24174889850271505,-0.021831200435858934
M4_eta3.0,2021,252,0.006229651897174323,1.9173378462229527,1.9173377799523978,0.26986764287920156,0.2698676438442677,3.5760715404272473e-09,0.0535731441695952,-0.018573138753933023
M4_eta3.0,2022,251,0.00765448415926652,2.2347285298277173,2.234728497099995,0.1666128968222753,0.16661289711015168,1.7278151917767912e-09,0.18322265497915743,-0.03362521527472422
