strategy,period,seed,val_cum_log_return,selected,test_cum_log_return
M6_eta3.0,2025,2,0.24304121794582062,False,
M6_eta3.0,2025,3,0.29902076590501625,True,0.22558976471113962
M6_eta3.0,2025,4,0.148719639574861,False,
M6_eta3.0,2026,0,0.07807041922632929,False,
M6_eta3.0,2026,1,0.22714870521305885,False,
M6_eta3.0,2026,2,0.25210014443672213,True,0.11128886899611613
M6_eta3.0,2026,3,0.21216833032282156,False,
M6_eta3.0,2026,4,0.12939509619232953,False,
M6_eta7.0,2021,0,0.18775044394728985,False,
M6_eta7.0,2021,1,0.3555111678493914,True,0.24105082578636966
M6_eta7.0,2021,2,0.18348678997912912,False,
M6_eta7.0,2021,3,0.2781628837697048,False,
M6_eta7.0,2021,4,0.10048966956923702,False,
M6_eta7.0,2022,0,0.1632757870815466,True,-0.07675814410741812
M6_eta7.0,2022,1,0.11155039708538993,False,
M6_eta7.0,2022,2,0.16631094149885395,False,
M6_eta7.0,2022,3,0.22240278257835996,False,
M6_eta7.0,2022,4,0.12428268855314958,False,
M6_eta7.0,2023,0,-0.04727109307614001,True,0.11681044913559645
M6_eta7.0,2023,1,-0.08088924534912983,False,
M6_eta7.0,2023,2,-0.12183777748416963,False,
M6_eta7.0,2023,3,-0.05709099898606326,False,
M6_eta7.0,2023,4,-0.07767628627960073,False,
M6_eta7.0,2024,0,0.2461571624940464,False,
M6_eta7.0,2024,1,0.17286719999417294,False,
M6_eta7.0,2024,2,0.2751003014226387,True,0.18988930800640283
M6_eta7.0,2024,3,0.2369054467567328,False,
M6_eta7.0,2024,4,0.12686822387446592,False,
M6_eta7.0,2025,0,0.12761557526285416,False,
M6_eta7.0,2025,1,0.2236763423817691,False,
M6_eta7.0,2025,2,0.29747312205129345,True,0.18930419469231521
M6_eta7.0,2025,3,0.10595442380227094,False,
M6_eta7.0,2025,4,0.21477238621140932,False,
M6_eta7.0,2026,0,0.19229350067880446,True,0.12027663029471176
M6_eta7.0,2026,1,0.10420494728612711,False,
M6_eta7.0,2026,2,0.06691146184697544,False,
M6_eta7.0,2026,3,0.15528035241888605,False,
M6_eta7.0,2026,4,0.1555179654979422,False,
