time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/loss,train/std,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
23552,18,1301,46,-44.0035206079483,-1.4424324035644531e-05,0.2132568359375,0.003480646846583113,720,0.0004092704424510632,0.2,0.019343358,-0.0404910184442997,1.0009888410568237,-0.021804310963489115,-2.5182195789473685,1223.0
24064,18,1301,47,-44.00070142745972,0.00017827749252319336,0.291748046875,0.18973945500329137,736,0.0004092704424510632,0.2,0.025107674,0.06417025625705719,1.0013563632965088,-0.030859437043545768,-2.5182195789473685,1223.0
24576,18,1300,48,-44.01323664188385,-0.007425665855407715,0.266357421875,0.0016594243388681207,752,0.0004092704424510632,0.2,0.03124581,-0.027754178270697594,1.0023785829544067,-0.026841653656447306,-2.51552475,1223.0
25088,19,1300,49,-44.03597629070282,0.0003438591957092285,0.221923828125,0.18396200286224484,768,0.0004092704424510632,0.2,0.018741298,0.03519406542181969,1.0022848844528198,-0.021357402234571055,-2.51552475,1223.0
25600,19,1300,50,-44.018805146217346,-0.00903165340423584,0.2200927734375,0.0019213629020669032,784,0.0004092704424510632,0.2,0.01701629,-0.04551343992352486,1.001616358757019,-0.024764469999354333,-2.51552475,1223.0
26112,20,1300,51,-44.021695494651794,-0.0012205839157104492,0.272705078125,0.0031831184787733946,800,0.0004092704424510632,0.2,0.022620216,-0.05703702196478844,1.0031421184539795,-0.028946165170054883,-2.5089732380952383,1223.0
26624,20,1300,52,-44.0395667552948,0.0001468658447265625,0.240478515625,0.19648233521729708,816,0.0004092704424510632,0.2,0.023150321,0.07326214015483856,1.001632809638977,-0.0263665263337316,-2.5089732380952383,1223.0
27136,20,1300,53,-43.98616802692413,-0.0046994686126708984,0.2254638671875,0.001701890865660971,832,0.0004092704424510632,0.2,0.019336749,-0.028832705691456795,1.000770926475525,-0.022288164793280885,-2.5040558181818184,1223.0
27648,21,1299,54,-43.970287919044495,0.000326693058013916,0.2386474609375,0.19818718126043677,848,0.0004092704424510632,0.2,0.017479975,0.061653926968574524,1.0005576610565186,-0.026800143270520493,-2.5040558181818184,1223.0
28160,21,1299,55,-43.92689108848572,-0.015446066856384277,0.1947021484375,0.0016884078231669264,864,0.0004092704424510632,0.2,0.014684556,-0.029245348647236824,0.9975280165672302,-0.01988358615199104,-2.5080719130434788,1223.0
28672,22,1299,56,-43.83232295513153,0.00023055076599121094,0.257080078125,0.19006538996472955,880,0.0004092704424510632,0.2,0.022473453,0.05380535125732422,0.9952065944671631,-0.026426188414916396,-2.5080719130434788,1223.0
29184,22,1298,57,-43.77606475353241,-0.0023453235626220703,0.2557373046875,0.003082399936829461,896,0.0004092704424510632,0.2,0.019126125,-0.03903387114405632,0.9941079020500183,-0.025392417373950593,-2.5080719130434788,1223.0
29696,22,1297,58,-43.77265644073486,0.00034683942794799805,0.2154541015625,0.003880731776007451,912,0.0004092704424510632,0.2,0.017568657,-0.02668149583041668,0.9953044652938843,-0.022014051166479476,-2.507860791666667,1223.0
30208,23,1297,59,-43.794774889945984,0.00010764598846435547,0.2808837890625,0.20293779438361526,928,0.0004092704424510632,0.2,0.027421134,0.06306606531143188,0.9944085478782654,-0.030847715097479522,-2.507860791666667,1223.0
30720,23,1297,60,-43.75925254821777,-0.0013266801834106445,0.2918701171875,0.0018506338419683743,944,0.0004092704424510632,0.2,0.028234323,-0.03412826731801033,0.9941211342811584,-0.029101046529831365,-2.50523496,1223.0
31232,24,1297,61,-43.75530290603638,0.00018471479415893555,0.2572021484375,0.19643634650856256,960,0.0004092704424510632,0.2,0.023034295,0.0749603658914566,0.9932842254638672,-0.02701114052615594,-2.50523496,1223.0
31744,24,1296,62,-43.732672810554504,-0.0006889104843139648,0.200927734375,0.0020180234787403606,976,0.0004092704424510632,0.2,0.01464371,-0.03436122462153435,0.9937489628791809,-0.020832887006690726,-2.50523496,1223.0
32256,24,1296,63,-43.75974154472351,-0.0009331703186035156,0.266845703125,0.0035339663591003045,992,0.0004092704424510632,0.2,0.023419492,-0.03684741258621216,0.9942882657051086,-0.027796300768386573,-2.5015604999999996,1223.0
32768,25,1297,64,-43.76492142677307,0.00013506412506103516,0.2366943359375,0.20384467905387282,1008,0.0004092704424510632,0.2,0.02628797,0.07096408307552338,0.9941713809967041,-0.02397683083836455,-2.5015604999999996,1223.0
33280,25,1296,65,-43.72733247280121,-0.0033562183380126953,0.2401123046875,0.002647930978127988,1024,0.0004092704424510632,0.2,0.022342207,-0.026471160352230072,0.9915473461151123,-0.02544988878071308,-2.50288337037037,1223.0
33792,26,1296,66,-43.677138447761536,0.0002510547637939453,0.2452392578125,0.21581196459010243,1040,0.0004092704424510632,0.2,0.022137765,0.07763221114873886,0.9920995235443115,-0.026679688919102773,-2.50288337037037,1223.0
34304,26,1294,67,-43.689868211746216,-0.043704986572265625,0.28271484375,0.0014821962522546528,1056,0.0004092704424510632,0.2,0.025905866,-0.04615040868520737,0.9915454983711243,-0.033724602952133864,-2.5019805357142855,1223.0
34816,26,1293,68,-43.66978716850281,7.516145706176758e-05,0.2431640625,0.20793912699446082,1072,0.0004092704424510632,0.2,0.01849813,0.07744234800338745,0.9909323453903198,-0.023998606535315048,-2.5019805357142855,1223.0
35328,27,1293,69,-43.65465688705444,-0.00015044212341308594,0.2110595703125,0.002975615978357382,1088,0.0004092704424510632,0.2,0.017150799,-0.03128456324338913,0.9906527400016785,-0.024377436500799377,-2.5019805357142855,1223.0
35840,27,1293,70,-43.673723459243774,-0.0002956390380859375,0.18701171875,0.003355487890075892,1104,0.0004092704424510632,0.2,0.013648411,-0.03532685339450836,0.9924237728118896,-0.020712561148684472,-2.4968970689655174,1223.0
36352,28,1293,71,-43.71329045295715,6.604194641113281e-05,0.250244140625,0.21967839915305376,1120,0.0004092704424510632,0.2,0.022580244,0.09117358177900314,0.9928813576698303,-0.02421916410094127,-2.4968970689655174,1223.0
36864,28,1293,72,-43.70176148414612,-0.0003987550735473633,0.2685546875,0.0016787743552413303,1136,0.0004092704424510632,0.2,0.020995792,-0.034961290657520294,0.9919241666793823,-0.024404677387792617,-2.4934332,1223.0
37376,28,1293,73,-43.654831647872925,0.00010383129119873047,0.2559814453125,0.20466131810098886,1152,0.0004092704424510632,0.2,0.018658213,0.05878579989075661,0.9899840354919434,-0.03037037223111838,-2.4934332,1223.0
37888,29,1292,74,-43.599971771240234,0.001392960548400879,0.20703125,0.0018112651559931692,1168,0.0004092704424510632,0.2,0.015589526,-0.031125376001000404,0.9893234372138977,-0.021125408442458138,-2.4934332,1223.0
38400,29,1292,75,-43.59554862976074,-0.00021266937255859375,0.257080078125,0.0036115645852987655,1184,0.0004092704424510632,0.2,0.019787498,-0.03255844861268997,0.9892593622207642,-0.027345367387169972,-2.488176806451613,1223.0
38912,30,1292,76,-43.582181453704834,9.262561798095703e-05,0.305908203125,0.15867099817842245,1200,0.0004092704424510632,0.2,0.0431028,0.045948583632707596,0.9886540770530701,-0.02753263301565312,-2.488176806451613,1223.0
39424,30,1292,77,-43.5672709941864,-0.0009429454803466797,0.2674560546875,0.002737889957643347,1216,0.0004092704424510632,0.2,0.020998914,-0.03288152441382408,0.9883580207824707,-0.025370535004185513,-2.4863384062500002,1223.0
39936,30,1292,78,-43.54441702365875,0.00018101930618286133,0.2283935546875,0.24027438182383776,1232,0.0004092704424510632,0.2,0.020199735,0.09132533520460129,0.9870649576187134,-0.023979377292562276,-2.4863384062500002,1223.0
40448,31,1292,79,-43.51087248325348,-0.037601351737976074,0.28173828125,0.0016548529110878007,1248,0.0004092704424510632,0.2,0.024807014,-0.040937330573797226,0.9864059090614319,-0.030372326786164194,-2.4837163939393943,1223.0
40960,31,1292,80,-43.51076924800873,7.218122482299805e-05,0.2000732421875,0.23251126613467932,1264,0.0004092704424510632,0.2,0.017751724,0.06804613769054413,0.9874193668365479,-0.02081233516219072,-2.4837163939393943,1223.0
41472,32,1292,81,-43.52078187465668,0.00038319826126098633,0.2596435546875,0.003361358896654565,1280,0.0004092704424510632,0.2,0.0223721,-0.025218414142727852,0.9863886833190918,-0.028884925108286552,-2.4837163939393943,1223.0
41984,32,1292,82,-43.49905300140381,-0.00028705596923828125,0.226806640625,0.0031703251115686726,1296,0.0004092704424510632,0.2,0.01849031,-0.031269025057554245,0.9870743751525879,-0.02713038941146806,-2.486516647058824,1223.0
42496,32,1292,83,-43.51762282848358,5.346536636352539e-05,0.2376708984375,0.24563761800527573,1312,0.0004092704424510632,0.2,0.014770696,0.08581262826919556,0.986883819103241,-0.024422776186838746,-2.486516647058824,1223.0
43008,33,1292,84,-43.513073325157166,-0.00042366981506347656,0.26220703125,0.0015268341630871873,1328,0.0004092704424510632,0.2,0.023566771,-0.024891845881938934,0.9869346022605896,-0.02717411718913354,-2.4868860571428573,1223.0
43520,33,1292,85,-43.519622683525085,8.64267349243164e-05,0.2470703125,0.22973583173006773,1344,0.0004092704424510632,0.2,0.024908926,0.07031050324440002,0.9872280955314636,-0.024336547474376857,-2.4868860571428573,1223.0
44032,34,1292,86,-43.53040611743927,-0.006955623626708984,0.2386474609375,0.0014515171696984908,1360,0.0004092704424510632,0.2,0.018724918,-0.044948089867830276,0.9875016808509827,-0.026607977371895686,-2.486397555555556,1223.0
44544,34,1292,87,-43.51853859424591,3.9696693420410156e-05,0.208251953125,0.21964623546227813,1376,0.0004092704424510632,0.2,0.017754665,0.06920746713876724,0.9869101047515869,-0.022700113855535164,-2.486397555555556,1223.0
45056,34,1292,88,-43.50229358673096,-5.841255187988281e-06,0.2403564453125,0.003403586604690645,1392,0.0004092704424510632,0.2,0.015726883,-0.02664205990731716,0.9868079423904419,-0.02491670663584955,-2.486397555555556,1223.0
45568,35,1292,89,-43.496301889419556,-5.364418029785156e-05,0.2283935546875,0.0025016693034558557,1408,0.0004092704424510632,0.2,0.019601502,-0.026997795328497887,0.9865580201148987,-0.025561888265656307,-2.4832048378378384,1223.0
46080,35,1291,90,-43.47703433036804,4.5359134674072266e-05,0.2237548828125,0.22398759284988046,1424,0.0004092704424510632,0.2,0.016225595,0.07066302001476288,0.9859990477561951,-0.023520158356404863,-2.4832048378378384,1223.0
46592,36,1291,91,-43.47194683551788,-0.0007394552230834961,0.2318115234375,0.0020582726301654475,1440,0.0004092704424510632,0.2,0.018434975,-0.03713824972510338,0.9862735867500305,-0.023694019662798382,-2.4832410526315796,1223.0
47104,36,1291,92,-43.48216378688812,4.494190216064453e-05,0.275146484375,0.2139002764597535,1456,0.0004092704424510632,0.2,0.020970907,0.059789810329675674,0.9861516356468201,-0.02770264254650101,-2.4832410526315796,1223.0
47616,36,1290,93,-43.462321043014526,0.00014096498489379883,0.2476806640625,0.002231892894997145,1472,0.0004092704424510632,0.2,0.02053507,-0.042538806796073914,0.9853046536445618,-0.025784859579289332,-2.4832410526315796,1223.0
48128,37,1290,94,-43.43322396278381,-0.0002855062484741211,0.22412109375,0.0040946722256194334,1488,0.0004092704424510632,0.2,0.016780473,-0.030559701845049858,0.9838139414787292,-0.023313247271289583,-2.4907540769230776,1223.0
48640,37,1290,95,-43.40660095214844,5.0067901611328125e-05,0.2193603515625,0.2374112498946488,1504,0.0004092704424510632,0.2,0.021550935,0.09920497238636017,0.984320342540741,-0.025512575652101077,-2.4907540769230776,1223.0
49152,38,1290,96,-43.44392669200897,-0.0006546974182128906,0.17626953125,0.001800869773433078,1520,0.0004092704424510632,0.2,0.014349537,-0.028751829639077187,0.9853859543800354,-0.016817467883811332,-2.4891588,1223.0
49664,38,1290,97,-43.479042410850525,9.5367431640625e-05,0.26904296875,0.23525424161925912,1536,0.0004092704424510632,0.2,0.02662122,0.09960795938968658,0.9866966009140015,-0.029435560398269445,-2.4891588,1223.0
50176,38,1290,98,-43.51101803779602,-0.007069110870361328,0.2071533203125,0.0013340478180907667,1552,0.0004092704424510632,0.2,0.014477886,-0.03891013190150261,0.9869675636291504,-0.02413620796869509,-2.488751146341463,1223.0
50688,39,1290,99,-43.50655746459961,8.022785186767578e-05,0.22705078125,0.22254068590700626,1568,0.0004092704424510632,0.2,0.021006323,0.09180251508951187,0.9867638349533081,-0.02652678125014063,-2.488751146341463,1223.0
51200,39,1290,100,-43.48784303665161,0.00017517805099487305,0.1800537109375,0.0031020679489301983,1584,0.0004092704424510632,0.2,0.012117272,-0.03007209673523903,0.9864873290061951,-0.02275219473085599,-2.488751146341463,1223.0
51712,40,1290,101,-43.47856092453003,-0.00030875205993652344,0.224853515625,0.004127694533963222,1600,0.0004092704424510632,0.2,0.01710011,-0.028494063764810562,0.9865032434463501,-0.02384447696385905,-2.4879364047619044,1223.0
52224,40,1290,102,-43.452683210372925,5.429983139038086e-05,0.1943359375,0.2417173464782536,1616,0.0004092704424510632,0.2,0.015060962,0.06613896787166595,0.9846284985542297,-0.023274324426893145,-2.4879364047619044,1223.0
52736,40,1290,103,-43.402735471725464,8.344650268554688e-05,0.2611083984375,0.002243467628431972,1632,0.0004092704424510632,0.2,0.021542624,-0.03811326250433922,0.9839164018630981,-0.027214237488806248,-2.491661302325581,1223.0
53248,41,1290,104,-43.40881359577179,5.924701690673828e-05,0.22998046875,0.23213381133973598,1648,0.0004092704424510632,0.2,0.019229399,0.08770471811294556,0.9853838086128235,-0.022871708089951426,-2.491661302325581,1223.0
53760,41,1290,105,-43.4429931640625,0.00028967857360839844,0.190673828125,0.0020052145737281535,1664,0.0004092704424510632,0.2,0.01650291,-0.02720256708562374,0.985704243183136,-0.019757574365939945,-2.491661302325581,1223.0
54272,42,1290,106,-43.44124758243561,-0.00012505054473876953,0.2027587890625,0.0038620366794930305,1680,0.0004092704424510632,0.2,0.016436957,-0.024694647639989853,0.985498309135437,-0.021894474572036415,-2.491355295454545,1223.0
54784,42,1290,107,-43.44408988952637,4.839897155761719e-05,0.275146484375,0.23315592668950558,1696,0.0004092704424510632,0.2,0.023530364,0.07546878606081009,0.9859806299209595,-0.028032185655320063,-2.491355295454545,1223.0
55296,42,1290,108,-43.45732235908508,7.367134094238281e-05,0.183837890625,0.0026829658927454147,1712,0.0004092704424510632,0.2,0.015647657,-0.027006061747670174,0.9867542386054993,-0.01981996395625174,-2.492580955555555,1223.0
55808,43,1290,109,-43.46643936634064,4.684925079345703e-05,0.2640380859375,0.25549511425197124,1728,0.0004092704424510632,0.2,0.024280153,0.10172086954116821,0.9862242937088013,-0.027037075255066156,-2.492580955555555,1223.0
56320,43,1290,110,-43.44653654098511,-0.0006692409515380859,0.2154541015625,0.001753877868395648,1744,0.0004092704424510632,0.2,0.013404121,-0.03373328968882561,0.9858994483947754,-0.024429892393527552,-2.492894260869565,1223.0
56832,44,1290,111,-43.41281533241272,4.309415817260742e-05,0.1986083984375,0.23638139385730028,1760,0.0004092704424510632,0.2,0.016668383,0.08947049826383591,0.9841135740280151,-0.019846598122967407,-2.492894260869565,1223.0
57344,44,1290,112,-43.38256537914276,9.810924530029297e-05,0.1737060546875,0.004060957166075241,1776,0.0004092704424510632,0.2,0.014051677,-0.0009675720939412713,0.984506368637085,-0.01656955524958903,-2.492894260869565,1223.0
57856,44,1290,113,-43.389947295188904,-0.00014519691467285156,0.254150390625,0.0025554485218890477,1792,0.0004092704424510632,0.2,0.020297784,-0.04232754930853844,0.9838206171989441,-0.028306345808232436,-2.49386474468085,1223.0
58368,45,1289,114,-43.35584282875061,4.9591064453125e-05,0.239501953125,0.2505854954943061,1808,0.0004092704424510632,0.2,0.02151976,0.10009437799453735,0.9827475547790527,-0.024314939058967866,-2.49386474468085,1223.0
58880,45,1289,115,-43.36724102497101,0.00022137165069580078,0.2098388671875,0.0022198091064637993,1824,0.0004092704424510632,0.2,0.016055482,-0.044491782784461975,0.9854243397712708,-0.021579625448794104,-2.4974328125,1223.0
59392,46,1289,116,-43.403037786483765,7.003545761108398e-05,0.24609375,0.2392475213855505,1840,0.0004092704424510632,0.2,0.018494435,0.08149845153093338,0.9835755228996277,-0.02571164828259498,-2.4974328125,1223.0
59904,46,1289,117,-43.3119295835495,0.006247103214263916,0.271728515625,0.0016595986489846837,1856,0.0004092704424510632,0.2,0.024033736,-0.03921116888523102,0.9811021685600281,-0.028290655580349267,-2.4974328125,1223.0
60416,46,1289,118,-43.25597870349884,0.00019299983978271484,0.19384765625,0.0035258645148132928,1872,0.0004092704424510632,0.2,0.018362822,-0.026885762810707092,0.9801769256591797,-0.020437689527170733,-2.497351,1223.0
60928,47,1289,119,-43.24844264984131,3.314018249511719e-05,0.2852783203125,0.1725969035178423,1888,0.0004092704424510632,0.2,0.028550468,0.03910168260335922,0.9809951782226562,-0.025572011203621514,-2.497351,1223.0
61440,47,1289,120,-43.27998220920563,-0.00034880638122558594,0.241455078125,0.003420383382035652,1904,0.0004092704424510632,0.2,0.021254657,-0.038164038211107254,0.9817509055137634,-0.024041234311880544,-2.50130048,1223.0
61952,48,1289,121,-43.29266130924225,4.458427429199219e-05,0.2579345703125,0.2760015828534961,1920,0.0004092704424510632,0.2,0.018136436,0.09348025918006897,0.9819117188453674,-0.025926820351742208,-2.50130048,1223.0
62464,48,1289,122,-43.31270742416382,-0.00032007694244384766,0.310791015625,0.0016975302642094903,1936,0.0004092704424510632,0.2,0.0289776,-0.05148083344101906,0.9832893013954163,-0.03090733170392923,-2.5002850196078428,1223.0
62976,48,1289,123,-43.358153343200684,4.2378902435302734e-05,0.259033203125,0.26184048829600215,1952,0.0004092704424510632,0.2,0.026100911,0.10471363365650177,0.9842092394828796,-0.03032292047282681,-2.5002850196078428,1223.0
63488,49,1289,124,-43.3746622800827,0.00011110305786132812,0.2344970703125,0.003523697712807916,1968,0.0004092704424510632,0.2,0.017559659,-0.03574429079890251,0.9847761392593384,-0.02810579290962778,-2.5002850196078428,1223.0
